FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Place_name,Cases,Cases_Label,ReportWeekBegin,ReportWeekEnd,ReportWeek,ReportYear,RunDate
2020-01-19,2020-01-25,4,2020,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Adult lead poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Hepatitis B (chronic),Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Hepatitis C (acute),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Mumps,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Salmonellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Shigellosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,Tuberculosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-01-26,2020-02-01,5,2020,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Chlamydia,Oregon,390,390,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Early syphilis,Oregon,24,24,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Hepatitis B (chronic),Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Hepatitis C (chronic),Oregon,81,81,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Malaria,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-02,2020-02-08,6,2020,Shigellosis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Campylobacteriosis,Oregon,16,16,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Chlamydia,Oregon,417,417,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Early syphilis,Oregon,16,16,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Gonorrhea,Oregon,109,109,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Hepatitis C (chronic),Oregon,97,97,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Lyme disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Pertussis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Shigellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Cryptococcosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Extrapulmonary NTM,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Hepatitis C (chronic),Oregon,44,44,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,HIV,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,E. coli (STEC),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Gonorrhea,Oregon,64,64,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Hepatitis B (acute),Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Pertussis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Pesticide Poisoning,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-05,2020-04-11,15,2020,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Campylobacteriosis,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Chlamydia,Oregon,176,176,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Early syphilis,Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Hepatitis C (chronic),Oregon,41,41,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-12,2020-04-18,16,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,CRE,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Cryptococcosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,E. coli (STEC),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Giardiasis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Gonorrhea,Oregon,86,86,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Salmonellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Tuberculosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-19,2020-04-25,17,2020,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-26,2020-05-02,18,2020,Adult lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-26,2020-05-02,18,2020,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-26,2020-05-02,18,2020,Cryptosporidiosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-26,2020-05-02,18,2020,Hepatitis B (chronic),Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-04-26,2020-05-02,18,2020,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Pertussis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Pesticide Poisoning,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Shigellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Campylobacteriosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Chlamydia,Oregon,363,363,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Early syphilis,Oregon,24,24,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Haemophilus influenzae,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Hepatitis C (chronic),Oregon,91,91,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,E. coli (STEC),Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Gonorrhea,Oregon,112,112,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Pesticide Poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Tuberculosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Adult lead poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Cryptosporidiosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Haemophilus influenzae,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Hepatitis B (chronic),Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,CRE,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Cryptococcosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Giardiasis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,HIV,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Salmonellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Tuberculosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Hepatitis B (chronic),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,HUS,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-29,2020-04-04,14,2020,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,E. coli (STEC),Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Haemophilus influenzae,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Hepatitis B (chronic),Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Lyme disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Salmonellosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Tuberculosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Adult lead poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Coccidioidomycosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Hepatitis B (chronic),Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Hepatitis C (acute),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Salmonellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Shigellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Tuberculosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Cryptococcosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Hepatitis B (chronic),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Hepatitis C (chronic),Oregon,102,102,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Lyme disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Salmonellosis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Shigellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Campylobacteriosis,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Chlamydia,Oregon,348,348,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Early syphilis,Oregon,12,12,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Gonorrhea,Oregon,126,126,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Hepatitis C (chronic),Oregon,68,68,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-15,2020-03-21,12,2020,Shigellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Campylobacteriosis,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Chlamydia,Oregon,213,213,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-22,2020-03-28,13,2020,Early syphilis,Oregon,14,14,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-09,2020-02-15,7,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Campylobacteriosis,Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Chlamydia,Oregon,329,329,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Cryptosporidiosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Early syphilis,Oregon,26,26,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Gonorrhea,Oregon,116,116,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Hepatitis C (chronic),Oregon,85,85,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-16,2020-02-22,8,2020,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,CRE,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Cryptosporidiosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Giardiasis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Gonorrhea,Oregon,147,147,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-02-23,2020-02-29,9,2020,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,CRE,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Cryptosporidiosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Giardiasis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,HIV,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-01,2020-03-07,10,2020,Pertussis,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Giardiasis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-03-08,2020-03-14,11,2020,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
