IndexNumber,FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Cases
447,2020-03-08,2020-03-14,11,2020,Mpox,0
448,2020-03-08,2020-03-14,11,2020,Pertussis,3
449,2020-03-15,2020-03-21,12,2020,Extrapulmonary NTM,0
450,2020-03-15,2020-03-21,12,2020,Hepatitis B (acute),0
451,2020-03-15,2020-03-21,12,2020,Mpox,0
452,2020-03-15,2020-03-21,12,2020,Pertussis,6
453,2020-03-15,2020-03-21,12,2020,Pesticide Poisoning,4
454,2020-03-15,2020-03-21,12,2020,Vibriosis,0
455,2020-03-22,2020-03-28,13,2020,E. coli (STEC),0
456,2020-03-22,2020-03-28,13,2020,Haemophilus influenzae,1
457,2020-04-26,2020-05-02,18,2020,Legionellosis,0
458,2020-04-26,2020-05-02,18,2020,Lyme disease,2
459,2020-04-26,2020-05-02,18,2020,Meningococcal disease,0
460,2020-04-26,2020-05-02,18,2020,Shigellosis,1
461,2020-04-26,2020-05-02,18,2020,West Nile virus,0
462,2020-05-03,2020-05-09,19,2020,CRE,2
463,2020-05-03,2020-05-09,19,2020,Cryptococcosis,0
464,2020-05-03,2020-05-09,19,2020,Extrapulmonary NTM,0
465,2020-05-03,2020-05-09,19,2020,Giardiasis,2
466,2020-05-03,2020-05-09,19,2020,HIV,0
467,2020-05-03,2020-05-09,19,2020,Salmonellosis,4
468,2020-05-03,2020-05-09,19,2020,Tuberculosis,3
469,2020-05-10,2020-05-16,20,2020,Congenital syphilis,0
470,2020-05-10,2020-05-16,20,2020,Hepatitis B (acute),0
471,2020-05-10,2020-05-16,20,2020,HUS,0
472,2020-05-10,2020-05-16,20,2020,Listeriosis,0
473,2020-05-10,2020-05-16,20,2020,Meningococcal disease,0
474,2020-05-10,2020-05-16,20,2020,Mpox,0
475,2020-05-10,2020-05-16,20,2020,Pertussis,1
476,2020-05-10,2020-05-16,20,2020,Pesticide Poisoning,4
477,2020-05-10,2020-05-16,20,2020,Shigellosis,1
478,2020-05-17,2020-05-23,21,2020,Campylobacteriosis,10
479,2020-05-17,2020-05-23,21,2020,Chlamydia,249
480,2020-05-17,2020-05-23,21,2020,Early syphilis,18
481,2020-05-17,2020-05-23,21,2020,Haemophilus influenzae,0
482,2020-05-17,2020-05-23,21,2020,Hepatitis C (chronic),66
483,2020-05-17,2020-05-23,21,2020,Malaria,0
484,2020-05-17,2020-05-23,21,2020,Measles,0
485,2020-05-24,2020-05-30,22,2020,Coccidioidomycosis,0
486,2020-05-24,2020-05-30,22,2020,E. coli (STEC),1
487,2020-05-24,2020-05-30,22,2020,Gonorrhea,91
488,2020-05-24,2020-05-30,22,2020,Hepatitis A,2
489,2020-05-24,2020-05-30,22,2020,Listeriosis,0
490,2020-05-24,2020-05-30,22,2020,Mumps,0
491,2020-05-24,2020-05-30,22,2020,Pesticide Poisoning,5
492,2020-05-24,2020-05-30,22,2020,Tuberculosis,1
493,2020-05-24,2020-05-30,22,2020,Vibriosis,1
494,2020-05-24,2020-05-30,22,2020,Yersiniosis,1
495,2020-05-31,2020-06-06,23,2020,Adult lead poisoning,1
496,2020-05-31,2020-06-06,23,2020,Childhood lead poisoning,3
497,2020-05-31,2020-06-06,23,2020,Cryptosporidiosis,3
498,2020-05-31,2020-06-06,23,2020,Haemophilus influenzae,1
499,2020-05-31,2020-06-06,23,2020,Hepatitis B (chronic),12
500,2020-05-31,2020-06-06,23,2020,Hepatitis C (acute),0
501,2020-05-31,2020-06-06,23,2020,Legionellosis,0
502,2020-05-31,2020-06-06,23,2020,Lyme disease,1
503,2020-05-31,2020-06-06,23,2020,Meningococcal disease,0
504,2020-05-31,2020-06-06,23,2020,Shigellosis,1
505,2020-05-31,2020-06-06,23,2020,West Nile virus,0
506,2020-06-07,2020-06-13,24,2020,CRE,3
507,2020-03-29,2020-04-04,14,2020,Listeriosis,0
508,2020-03-29,2020-04-04,14,2020,Meningococcal disease,0
509,2020-03-29,2020-04-04,14,2020,Mpox,0
510,2020-03-29,2020-04-04,14,2020,Mumps,0
511,2020-03-29,2020-04-04,14,2020,Pertussis,4
512,2020-03-29,2020-04-04,14,2020,Pesticide Poisoning,3
513,2020-03-29,2020-04-04,14,2020,Shigellosis,2
514,2020-04-05,2020-04-11,15,2020,Campylobacteriosis,7
515,2020-04-05,2020-04-11,15,2020,Chlamydia,172
516,2020-04-05,2020-04-11,15,2020,Early syphilis,7
517,2020-04-05,2020-04-11,15,2020,Extrapulmonary NTM,0
518,2020-04-05,2020-04-11,15,2020,Haemophilus influenzae,0
519,2020-04-05,2020-04-11,15,2020,Hepatitis C (chronic),49
520,2020-04-05,2020-04-11,15,2020,Malaria,0
521,2020-04-05,2020-04-11,15,2020,Measles,0
522,2020-04-12,2020-04-18,16,2020,Coccidioidomycosis,0
523,2020-04-12,2020-04-18,16,2020,Congenital syphilis,2
524,2020-04-12,2020-04-18,16,2020,E. coli (STEC),0
525,2020-04-12,2020-04-18,16,2020,Gonorrhea,93
526,2020-04-12,2020-04-18,16,2020,Hepatitis A,1
527,2020-04-12,2020-04-18,16,2020,HUS,0
528,2020-04-12,2020-04-18,16,2020,Listeriosis,0
529,2020-04-12,2020-04-18,16,2020,Pesticide Poisoning,5
530,2020-04-12,2020-04-18,16,2020,Vibriosis,0
531,2020-04-12,2020-04-18,16,2020,Yersiniosis,0
532,2020-04-19,2020-04-25,17,2020,Adult lead poisoning,0
533,2020-04-19,2020-04-25,17,2020,Campylobacteriosis,11
534,2020-04-19,2020-04-25,17,2020,Childhood lead poisoning,0
535,2020-04-19,2020-04-25,17,2020,Cryptosporidiosis,0
536,2020-04-19,2020-04-25,17,2020,Haemophilus influenzae,2
537,2020-04-19,2020-04-25,17,2020,Legionellosis,0
538,2020-04-19,2020-04-25,17,2020,Lyme disease,0
539,2020-04-19,2020-04-25,17,2020,West Nile virus,0
540,2020-04-26,2020-05-02,18,2020,Coccidioidomycosis,0
541,2020-04-26,2020-05-02,18,2020,CRE,1
542,2020-04-26,2020-05-02,18,2020,Cryptococcosis,0
543,2020-04-26,2020-05-02,18,2020,Giardiasis,2
544,2020-04-26,2020-05-02,18,2020,HIV,2
545,2020-04-26,2020-05-02,18,2020,Mumps,0
546,2020-04-26,2020-05-02,18,2020,Salmonellosis,4
547,2020-04-26,2020-05-02,18,2020,Tuberculosis,2
548,2020-04-26,2020-05-02,18,2020,Yersiniosis,0
549,2020-05-03,2020-05-09,19,2020,Adult lead poisoning,1
550,2020-05-03,2020-05-09,19,2020,Hepatitis B (acute),1
551,2020-05-03,2020-05-09,19,2020,Hepatitis B (chronic),3
552,2020-05-03,2020-05-09,19,2020,Hepatitis C (acute),1
553,2020-05-03,2020-05-09,19,2020,HUS,0
554,2020-05-03,2020-05-09,19,2020,Legionellosis,1
555,2020-05-03,2020-05-09,19,2020,Lyme disease,0
556,2020-05-03,2020-05-09,19,2020,Meningococcal disease,0
557,2020-03-22,2020-03-28,13,2020,Pesticide Poisoning,2
558,2020-03-22,2020-03-28,13,2020,Vibriosis,0
559,2020-03-29,2020-04-04,14,2020,Adult lead poisoning,0
560,2020-03-29,2020-04-04,14,2020,Coccidioidomycosis,0
561,2020-03-29,2020-04-04,14,2020,E. coli (STEC),1
562,2020-03-29,2020-04-04,14,2020,Haemophilus influenzae,2
563,2020-03-29,2020-04-04,14,2020,Lyme disease,0
564,2020-03-29,2020-04-04,14,2020,Salmonellosis,8
565,2020-03-29,2020-04-04,14,2020,Tuberculosis,2
566,2020-03-29,2020-04-04,14,2020,Vibriosis,0
567,2020-03-29,2020-04-04,14,2020,West Nile virus,0
568,2020-04-05,2020-04-11,15,2020,Adult lead poisoning,0
569,2020-04-05,2020-04-11,15,2020,Coccidioidomycosis,0
570,2020-04-05,2020-04-11,15,2020,Cryptococcosis,0
571,2020-04-05,2020-04-11,15,2020,Hepatitis B (chronic),2
572,2020-04-05,2020-04-11,15,2020,Hepatitis C (acute),0
573,2020-04-05,2020-04-11,15,2020,Lyme disease,2
574,2020-04-05,2020-04-11,15,2020,Meningococcal disease,0
575,2020-04-05,2020-04-11,15,2020,Salmonellosis,5
576,2020-04-05,2020-04-11,15,2020,Shigellosis,4
577,2020-04-05,2020-04-11,15,2020,Tuberculosis,0
578,2020-04-05,2020-04-11,15,2020,West Nile virus,0
579,2020-04-12,2020-04-18,16,2020,Adult lead poisoning,0
580,2020-04-12,2020-04-18,16,2020,Cryptococcosis,1
581,2020-04-12,2020-04-18,16,2020,Hepatitis B (chronic),1
582,2020-04-12,2020-04-18,16,2020,Hepatitis C (acute),0
583,2020-04-12,2020-04-18,16,2020,Lyme disease,1
584,2020-04-12,2020-04-18,16,2020,Meningococcal disease,0
585,2020-04-12,2020-04-18,16,2020,Mumps,0
586,2020-04-12,2020-04-18,16,2020,Salmonellosis,6
587,2020-04-12,2020-04-18,16,2020,Shigellosis,0
588,2020-04-12,2020-04-18,16,2020,Tuberculosis,2
589,2020-04-12,2020-04-18,16,2020,West Nile virus,0
590,2020-04-19,2020-04-25,17,2020,Chlamydia,180
591,2020-04-19,2020-04-25,17,2020,Congenital syphilis,0
592,2020-04-19,2020-04-25,17,2020,Early syphilis,14
593,2020-04-19,2020-04-25,17,2020,Hepatitis B (chronic),5
594,2020-04-19,2020-04-25,17,2020,Hepatitis C (acute),0
595,2020-04-19,2020-04-25,17,2020,Hepatitis C (chronic),44
596,2020-04-19,2020-04-25,17,2020,HUS,0
597,2020-04-19,2020-04-25,17,2020,Listeriosis,0
598,2020-04-19,2020-04-25,17,2020,Malaria,0
599,2020-04-19,2020-04-25,17,2020,Measles,0
600,2020-04-19,2020-04-25,17,2020,Meningococcal disease,0
601,2020-04-19,2020-04-25,17,2020,Shigellosis,1
602,2020-04-26,2020-05-02,18,2020,Campylobacteriosis,11
603,2020-04-26,2020-05-02,18,2020,Chlamydia,195
604,2020-04-26,2020-05-02,18,2020,Congenital syphilis,0
605,2020-04-26,2020-05-02,18,2020,Early syphilis,12
606,2020-04-26,2020-05-02,18,2020,Gonorrhea,63
607,2020-05-03,2020-05-09,19,2020,Mpox,0
608,2020-05-03,2020-05-09,19,2020,Pertussis,4
609,2020-05-03,2020-05-09,19,2020,Shigellosis,1
610,2020-05-03,2020-05-09,19,2020,West Nile virus,0
611,2020-05-10,2020-05-16,20,2020,Campylobacteriosis,16
612,2020-05-10,2020-05-16,20,2020,Chlamydia,231
613,2020-05-10,2020-05-16,20,2020,Early syphilis,10
614,2020-05-10,2020-05-16,20,2020,Extrapulmonary NTM,0
615,2020-05-10,2020-05-16,20,2020,Hepatitis C (chronic),51
616,2020-05-10,2020-05-16,20,2020,HIV,1
617,2020-05-10,2020-05-16,20,2020,Malaria,0
618,2020-05-10,2020-05-16,20,2020,Measles,0
619,2020-05-17,2020-05-23,21,2020,Congenital syphilis,0
620,2020-05-17,2020-05-23,21,2020,E. coli (STEC),6
621,2020-05-17,2020-05-23,21,2020,Gonorrhea,115
622,2020-05-17,2020-05-23,21,2020,Hepatitis A,0
623,2020-05-17,2020-05-23,21,2020,HUS,0
624,2020-05-17,2020-05-23,21,2020,Listeriosis,0
625,2020-05-17,2020-05-23,21,2020,Mumps,0
626,2020-05-17,2020-05-23,21,2020,Pesticide Poisoning,0
627,2020-05-17,2020-05-23,21,2020,Vibriosis,0
628,2020-05-17,2020-05-23,21,2020,Yersiniosis,1
629,2020-05-24,2020-05-30,22,2020,Adult lead poisoning,0
630,2020-05-24,2020-05-30,22,2020,Campylobacteriosis,21
631,2020-05-24,2020-05-30,22,2020,Childhood lead poisoning,0
632,2020-05-24,2020-05-30,22,2020,Chlamydia,235
633,2020-05-24,2020-05-30,22,2020,Cryptosporidiosis,1
634,2020-05-24,2020-05-30,22,2020,Early syphilis,12
635,2020-05-24,2020-05-30,22,2020,Haemophilus influenzae,0
636,2020-05-24,2020-05-30,22,2020,Malaria,0
637,2020-05-24,2020-05-30,22,2020,Measles,0
638,2020-05-31,2020-06-06,23,2020,Coccidioidomycosis,0
639,2020-05-31,2020-06-06,23,2020,CRE,6
640,2020-05-31,2020-06-06,23,2020,Cryptococcosis,1
641,2020-05-31,2020-06-06,23,2020,E. coli (STEC),4
642,2020-05-31,2020-06-06,23,2020,Giardiasis,4
643,2020-05-31,2020-06-06,23,2020,Hepatitis A,1
644,2020-05-31,2020-06-06,23,2020,HIV,4
645,2020-05-31,2020-06-06,23,2020,Mumps,0
646,2020-05-31,2020-06-06,23,2020,Salmonellosis,8
647,2020-05-31,2020-06-06,23,2020,Tuberculosis,1
648,2020-05-31,2020-06-06,23,2020,Yersiniosis,0
649,2020-06-07,2020-06-13,24,2020,Adult lead poisoning,3
650,2020-06-07,2020-06-13,24,2020,Cryptosporidiosis,2
651,2020-06-07,2020-06-13,24,2020,Hepatitis B (acute),0
652,2020-06-07,2020-06-13,24,2020,Hepatitis B (chronic),8
653,2020-06-07,2020-06-13,24,2020,Hepatitis C (acute),1
654,2020-06-07,2020-06-13,24,2020,Legionellosis,2
655,2020-06-07,2020-06-13,24,2020,Lyme disease,2
656,2020-06-07,2020-06-13,24,2020,Meningococcal disease,0
657,2020-06-07,2020-06-13,24,2020,Mpox,0
658,2020-03-22,2020-03-28,13,2020,Gonorrhea,95
659,2020-03-22,2020-03-28,13,2020,Hepatitis A,0
660,2020-03-22,2020-03-28,13,2020,Hepatitis C (chronic),40
661,2020-03-22,2020-03-28,13,2020,HUS,0
662,2020-03-22,2020-03-28,13,2020,Listeriosis,0
663,2020-03-22,2020-03-28,13,2020,Malaria,0
664,2020-03-22,2020-03-28,13,2020,Measles,0
665,2020-03-22,2020-03-28,13,2020,Yersiniosis,0
666,2020-03-29,2020-04-04,14,2020,Campylobacteriosis,12
667,2020-03-29,2020-04-04,14,2020,Childhood lead poisoning,3
668,2020-03-29,2020-04-04,14,2020,Chlamydia,163
669,2020-03-29,2020-04-04,14,2020,CRE,0
670,2020-03-29,2020-04-04,14,2020,Cryptosporidiosis,3
671,2020-03-29,2020-04-04,14,2020,Early syphilis,11
672,2020-03-29,2020-04-04,14,2020,Giardiasis,3
673,2020-03-29,2020-04-04,14,2020,Gonorrhea,80
674,2020-03-29,2020-04-04,14,2020,Hepatitis A,0
675,2020-03-29,2020-04-04,14,2020,Measles,0
676,2020-03-29,2020-04-04,14,2020,Yersiniosis,1
677,2020-04-05,2020-04-11,15,2020,Childhood lead poisoning,3
678,2020-04-05,2020-04-11,15,2020,CRE,2
679,2020-04-05,2020-04-11,15,2020,Cryptosporidiosis,4
680,2020-04-05,2020-04-11,15,2020,Giardiasis,4
681,2020-04-05,2020-04-11,15,2020,HIV,2
682,2020-04-05,2020-04-11,15,2020,Legionellosis,1
683,2020-04-05,2020-04-11,15,2020,Yersiniosis,2
684,2020-04-12,2020-04-18,16,2020,CRE,3
685,2020-04-12,2020-04-18,16,2020,Cryptosporidiosis,1
686,2020-04-12,2020-04-18,16,2020,Extrapulmonary NTM,0
687,2020-04-12,2020-04-18,16,2020,Giardiasis,0
688,2020-04-12,2020-04-18,16,2020,Hepatitis B (acute),0
689,2020-04-12,2020-04-18,16,2020,HIV,1
690,2020-04-12,2020-04-18,16,2020,Legionellosis,1
691,2020-04-12,2020-04-18,16,2020,Mpox,0
692,2020-04-12,2020-04-18,16,2020,Pertussis,2
693,2020-04-19,2020-04-25,17,2020,Extrapulmonary NTM,0
694,2020-04-19,2020-04-25,17,2020,Hepatitis B (acute),0
695,2020-04-19,2020-04-25,17,2020,HIV,5
696,2020-04-19,2020-04-25,17,2020,Mpox,0
697,2020-04-19,2020-04-25,17,2020,Pertussis,2
698,2020-04-19,2020-04-25,17,2020,Pesticide Poisoning,4
699,2020-04-26,2020-05-02,18,2020,E. coli (STEC),3
700,2020-04-26,2020-05-02,18,2020,Extrapulmonary NTM,0
701,2020-04-26,2020-05-02,18,2020,Haemophilus influenzae,0
702,2020-04-26,2020-05-02,18,2020,Hepatitis B (acute),0
703,2020-04-26,2020-05-02,18,2020,Mpox,0
704,2020-04-26,2020-05-02,18,2020,Pertussis,3
705,2020-04-26,2020-05-02,18,2020,Pesticide Poisoning,3
706,2020-04-26,2020-05-02,18,2020,Vibriosis,1
707,2020-05-03,2020-05-09,19,2020,Coccidioidomycosis,2
708,2020-05-03,2020-05-09,19,2020,E. coli (STEC),1
709,2020-05-03,2020-05-09,19,2020,Haemophilus influenzae,0
710,2020-05-03,2020-05-09,19,2020,Pesticide Poisoning,3
711,2020-05-03,2020-05-09,19,2020,Vibriosis,0
712,2020-05-10,2020-05-16,20,2020,Adult lead poisoning,1
713,2020-05-10,2020-05-16,20,2020,Coccidioidomycosis,1
714,2020-05-10,2020-05-16,20,2020,Cryptococcosis,0
715,2020-05-10,2020-05-16,20,2020,E. coli (STEC),0
716,2020-05-10,2020-05-16,20,2020,Haemophilus influenzae,0
717,2020-05-10,2020-05-16,20,2020,Hepatitis B (chronic),3
718,2020-05-10,2020-05-16,20,2020,Hepatitis C (acute),1
719,2020-05-10,2020-05-16,20,2020,Lyme disease,0
720,2020-05-10,2020-05-16,20,2020,Salmonellosis,16
721,2020-05-10,2020-05-16,20,2020,Tuberculosis,1
722,2020-05-10,2020-05-16,20,2020,Vibriosis,0
723,2020-05-10,2020-05-16,20,2020,West Nile virus,0
724,2020-05-17,2020-05-23,21,2020,Adult lead poisoning,1
725,2020-05-17,2020-05-23,21,2020,Coccidioidomycosis,0
726,2020-05-17,2020-05-23,21,2020,Cryptococcosis,0
727,2020-05-17,2020-05-23,21,2020,Hepatitis B (chronic),2
728,2020-05-17,2020-05-23,21,2020,Hepatitis C (acute),0
729,2020-05-17,2020-05-23,21,2020,Lyme disease,1
730,2020-05-17,2020-05-23,21,2020,Meningococcal disease,0
731,2020-05-17,2020-05-23,21,2020,Salmonellosis,5
732,2020-05-17,2020-05-23,21,2020,Shigellosis,0
733,2020-05-17,2020-05-23,21,2020,Tuberculosis,0
734,2020-05-17,2020-05-23,21,2020,West Nile virus,0
735,2020-05-24,2020-05-30,22,2020,Congenital syphilis,0
736,2020-05-24,2020-05-30,22,2020,Cryptococcosis,1
737,2020-05-24,2020-05-30,22,2020,Hepatitis B (chronic),2
738,2020-05-24,2020-05-30,22,2020,Hepatitis C (acute),1
739,2020-05-24,2020-05-30,22,2020,Hepatitis C (chronic),65
740,2020-05-24,2020-05-30,22,2020,HUS,0
741,2020-05-24,2020-05-30,22,2020,Lyme disease,2
742,2020-05-24,2020-05-30,22,2020,Meningococcal disease,0
743,2020-05-24,2020-05-30,22,2020,Salmonellosis,11
744,2020-05-24,2020-05-30,22,2020,Shigellosis,2
745,2020-05-24,2020-05-30,22,2020,West Nile virus,0
746,2020-05-31,2020-06-06,23,2020,Campylobacteriosis,25
747,2020-05-31,2020-06-06,23,2020,Chlamydia,263
748,2020-05-31,2020-06-06,23,2020,Congenital syphilis,1
749,2020-05-31,2020-06-06,23,2020,Early syphilis,17
750,2020-05-31,2020-06-06,23,2020,Gonorrhea,122
751,2020-05-31,2020-06-06,23,2020,Hepatitis C (chronic),61
752,2020-05-31,2020-06-06,23,2020,HUS,0
753,2020-05-31,2020-06-06,23,2020,Listeriosis,1
754,2020-05-31,2020-06-06,23,2020,Malaria,0
755,2020-05-31,2020-06-06,23,2020,Measles,0
756,2020-06-07,2020-06-13,24,2020,Campylobacteriosis,22
757,2020-06-07,2020-06-13,24,2020,Childhood lead poisoning,3
758,2020-06-07,2020-06-13,24,2020,Chlamydia,314
759,2020-06-07,2020-06-13,24,2020,Congenital syphilis,1
760,2020-06-07,2020-06-13,24,2020,Pertussis,2
761,2020-06-07,2020-06-13,24,2020,Shigellosis,1
762,2020-06-07,2020-06-13,24,2020,West Nile virus,0
763,2020-06-14,2020-06-20,25,2020,Cryptococcosis,3
764,2020-06-14,2020-06-20,25,2020,Early syphilis,19
765,2020-06-14,2020-06-20,25,2020,Extrapulmonary NTM,0
766,2020-06-14,2020-06-20,25,2020,Hepatitis C (chronic),77
767,2020-06-14,2020-06-20,25,2020,HIV,3
768,2020-06-14,2020-06-20,25,2020,Malaria,0
769,2020-06-21,2020-06-27,26,2020,Congenital syphilis,0
770,2020-06-21,2020-06-27,26,2020,E. coli (STEC),3
771,2020-06-21,2020-06-27,26,2020,Gonorrhea,114
772,2020-06-21,2020-06-27,26,2020,Hepatitis A,2
773,2020-06-21,2020-06-27,26,2020,Hepatitis B (acute),1
774,2020-06-21,2020-06-27,26,2020,HUS,0
775,2020-06-21,2020-06-27,26,2020,Listeriosis,0
776,2020-06-21,2020-06-27,26,2020,Mpox,0
777,2020-06-21,2020-06-27,26,2020,Pertussis,1
778,2020-06-21,2020-06-27,26,2020,Pesticide Poisoning,3
779,2020-06-21,2020-06-27,26,2020,Vibriosis,1
780,2020-06-28,2020-07-04,27,2020,Campylobacteriosis,19
781,2020-06-28,2020-07-04,27,2020,Childhood lead poisoning,3
782,2020-06-28,2020-07-04,27,2020,Chlamydia,258
783,2020-06-28,2020-07-04,27,2020,Cryptosporidiosis,1
784,2020-06-28,2020-07-04,27,2020,Early syphilis,12
785,2020-06-28,2020-07-04,27,2020,Haemophilus influenzae,0
786,2020-06-28,2020-07-04,27,2020,Hepatitis C (chronic),120
787,2020-06-28,2020-07-04,27,2020,Malaria,0
788,2020-06-28,2020-07-04,27,2020,Measles,0
789,2020-07-05,2020-07-11,28,2020,Coccidioidomycosis,0
790,2020-07-05,2020-07-11,28,2020,CRE,3
791,2020-07-05,2020-07-11,28,2020,Cryptococcosis,1
792,2020-07-05,2020-07-11,28,2020,E. coli (STEC),7
793,2020-07-05,2020-07-11,28,2020,Giardiasis,4
794,2020-07-05,2020-07-11,28,2020,Gonorrhea,118
795,2020-07-05,2020-07-11,28,2020,Hepatitis A,2
796,2020-07-05,2020-07-11,28,2020,Mumps,0
797,2020-07-05,2020-07-11,28,2020,Salmonellosis,70
798,2020-07-05,2020-07-11,28,2020,Tuberculosis,1
799,2020-07-05,2020-07-11,28,2020,Vibriosis,2
800,2020-07-05,2020-07-11,28,2020,Yersiniosis,1
801,2020-07-12,2020-07-18,29,2020,Adult lead poisoning,0
802,2020-07-12,2020-07-18,29,2020,Childhood lead poisoning,3
803,2020-07-12,2020-07-18,29,2020,Cryptosporidiosis,5
804,2020-07-12,2020-07-18,29,2020,Hepatitis B (chronic),4
805,2020-07-12,2020-07-18,29,2020,Hepatitis C (acute),1
806,2020-07-12,2020-07-18,29,2020,Legionellosis,1
807,2020-07-12,2020-07-18,29,2020,Lyme disease,0
808,2020-07-12,2020-07-18,29,2020,Meningococcal disease,0
809,2020-07-12,2020-07-18,29,2020,Shigellosis,5
810,2020-07-12,2020-07-18,29,2020,West Nile virus,0
811,2020-04-26,2020-05-02,18,2020,Hepatitis A,0
812,2020-04-26,2020-05-02,18,2020,Hepatitis C (chronic),41
813,2020-04-26,2020-05-02,18,2020,HUS,0
814,2020-04-26,2020-05-02,18,2020,Listeriosis,0
815,2020-04-26,2020-05-02,18,2020,Malaria,0
816,2020-04-26,2020-05-02,18,2020,Measles,0
817,2020-05-03,2020-05-09,19,2020,Campylobacteriosis,9
818,2020-05-03,2020-05-09,19,2020,Childhood lead poisoning,3
819,2020-05-03,2020-05-09,19,2020,Chlamydia,217
820,2020-05-03,2020-05-09,19,2020,Congenital syphilis,0
821,2020-05-03,2020-05-09,19,2020,Cryptosporidiosis,1
822,2020-05-03,2020-05-09,19,2020,Early syphilis,12
823,2020-05-03,2020-05-09,19,2020,Gonorrhea,82
824,2020-05-03,2020-05-09,19,2020,Hepatitis A,1
825,2020-05-03,2020-05-09,19,2020,Hepatitis C (chronic),46
826,2020-05-03,2020-05-09,19,2020,Listeriosis,0
827,2020-05-03,2020-05-09,19,2020,Malaria,0
828,2020-05-03,2020-05-09,19,2020,Measles,0
829,2020-05-03,2020-05-09,19,2020,Mumps,0
830,2020-05-03,2020-05-09,19,2020,Yersiniosis,2
831,2020-05-10,2020-05-16,20,2020,Childhood lead poisoning,3
832,2020-05-10,2020-05-16,20,2020,CRE,3
833,2020-05-10,2020-05-16,20,2020,Cryptosporidiosis,2
834,2020-05-10,2020-05-16,20,2020,Giardiasis,3
835,2020-05-10,2020-05-16,20,2020,Gonorrhea,75
836,2020-05-10,2020-05-16,20,2020,Hepatitis A,1
837,2020-05-10,2020-05-16,20,2020,Legionellosis,1
838,2020-05-10,2020-05-16,20,2020,Mumps,0
839,2020-05-10,2020-05-16,20,2020,Yersiniosis,1
840,2020-05-17,2020-05-23,21,2020,Childhood lead poisoning,3
841,2020-05-17,2020-05-23,21,2020,CRE,1
842,2020-05-17,2020-05-23,21,2020,Cryptosporidiosis,1
843,2020-05-17,2020-05-23,21,2020,Extrapulmonary NTM,0
844,2020-05-17,2020-05-23,21,2020,Giardiasis,3
845,2020-05-17,2020-05-23,21,2020,Hepatitis B (acute),0
846,2020-05-17,2020-05-23,21,2020,HIV,2
847,2020-05-17,2020-05-23,21,2020,Legionellosis,0
848,2020-05-17,2020-05-23,21,2020,Mpox,0
849,2020-05-17,2020-05-23,21,2020,Pertussis,1
850,2020-05-24,2020-05-30,22,2020,CRE,3
851,2020-05-24,2020-05-30,22,2020,Extrapulmonary NTM,0
852,2020-05-24,2020-05-30,22,2020,Giardiasis,1
853,2020-05-24,2020-05-30,22,2020,Hepatitis B (acute),1
854,2020-05-24,2020-05-30,22,2020,HIV,3
855,2020-05-24,2020-05-30,22,2020,Legionellosis,2
856,2020-05-24,2020-05-30,22,2020,Mpox,0
857,2020-05-24,2020-05-30,22,2020,Pertussis,0
858,2020-05-31,2020-06-06,23,2020,Extrapulmonary NTM,2
859,2020-05-31,2020-06-06,23,2020,Hepatitis B (acute),1
860,2020-05-31,2020-06-06,23,2020,Mpox,0
861,2020-05-31,2020-06-06,23,2020,Pertussis,0
862,2020-05-31,2020-06-06,23,2020,Pesticide Poisoning,2
863,2020-06-07,2020-06-13,24,2020,Cryptococcosis,1
864,2020-06-07,2020-06-13,24,2020,Extrapulmonary NTM,0
865,2020-06-07,2020-06-13,24,2020,Giardiasis,6
866,2020-06-07,2020-06-13,24,2020,HIV,3
867,2020-06-07,2020-06-13,24,2020,Salmonellosis,7
868,2020-06-07,2020-06-13,24,2020,Tuberculosis,2
869,2020-06-14,2020-06-20,25,2020,Congenital syphilis,0
870,2020-06-14,2020-06-20,25,2020,Hepatitis B (acute),0
871,2020-06-14,2020-06-20,25,2020,Hepatitis B (chronic),7
872,2020-06-14,2020-06-20,25,2020,Hepatitis C (acute),0
873,2020-06-14,2020-06-20,25,2020,HUS,0
874,2020-06-14,2020-06-20,25,2020,Legionellosis,2
875,2020-06-14,2020-06-20,25,2020,Listeriosis,0
876,2020-06-14,2020-06-20,25,2020,Meningococcal disease,0
877,2020-06-14,2020-06-20,25,2020,Mpox,0
878,2020-06-14,2020-06-20,25,2020,Pertussis,0
879,2020-06-14,2020-06-20,25,2020,Pesticide Poisoning,9
880,2020-06-14,2020-06-20,25,2020,Shigellosis,0
